id,device_id,mac_address,port_name,bridge,vlan_id,is_local,first_seen,last_seen
1657888,CSS106-Office,BC:24:11:36:C9:58,106-o-p1-trunk,swos,25,0,1772831979,1772838843
1658458,Netgear-MS510TXPP,BC:24:11:36:C9:58,xg10,snmp,,0,1772832070,1772839111
1661817,Netgear-MS510TXPP,BC:24:11:A5:17:D3,port10,snmp,25,0,1772832733,1772839837
1664794,Netgear-MS510TXPP,BC:24:11:DB:F7:4F,xg10,snmp,10,0,1772833327,1772840977
1669261,CSS106-Office,BC:24:11:99:92:B7,106-o-p1-trunk,swos,25,0,1772834223,1772841123
1671934,CSS106-Office,BC:24:11:61:84:3A,106-o-p1-trunk,swos,25,0,1772834705,1772838426
1672501,Netgear-MS510TXPP,BC:24:11:61:84:3A,xg10,snmp,25,0,1772834796,1772838579
1674889,Netgear-MS510TXPP,BC:24:11:36:C9:58,port10,snmp,25,0,1772835275,1772839057
1681248,CSS106-Office,BC:24:11:2A:C6:57,106-o-p1-trunk,swos,25,0,1772836563,1772840226
1682732,CSS106-Office,76:63:B5:5E:06:94,106-o-p1-trunk,swos,35,0,1772836865,1772839443
1682832,CRS310-Office,76:63:B5:5E:06:94,310-sfp+1,swos,35,0,1772836867,1772841308
1682861,rb4011,76:63:B5:5E:06:94,1-sfp-sfpplus,B-VLANs,,0,1772836868,1772841308
1682960,CRS326-Office,76:63:B5:5E:06:94,sfp-sfpplus2,bridge,,0,1772836868,1772841308
1683011,Netgear-MS510TXPP,76:63:B5:5E:06:94,mg6,snmp,35,0,1772836899,1772841277
1684600,Netgear-MS510TXPP,BC:24:11:12:EC:28,xg10,snmp,10,0,1772837195,1772841270
1684906,Netgear-MS510TXPP,BC:24:11:DB:F7:4F,port10,snmp,10,0,1772837250,1772840790
1684923,Netgear-MS510TXPP,76:63:B5:5E:06:94,port6,snmp,35,0,1772837260,1772840797
1688361,Netgear-MS510TXPP,6C:3B:E5:7A:A1:3E,port10,snmp,25,0,1772837915,1772838095
1689326,Netgear-MS510TXPP,BC:24:11:9C:99:D5,port10,snmp,10,0,1772838090,1772839050
1689338,Netgear-MS510TXPP,BC:24:11:59:19:C5,port10,snmp,25,0,1772838097,1772838097
1695114,CSS106-Office,00:E0:4C:68:00:43,106-o-p1-trunk,swos,30,0,1772839203,1772839443
1695689,Netgear-MS510TXPP,BC:24:11:52:4C:E7,xg10,snmp,25,0,1772839295,1772841277
1695692,Netgear-MS510TXPP,00:E0:4C:68:00:43,xg10,snmp,30,0,1772839297,1772839660
1695731,CSS106-Office,BC:24:11:52:4C:E7,106-o-p1-trunk,swos,25,0,1772839323,1772839505
1696009,CSS106-Office,BC:24:11:3F:74:AB,106-o-p1-trunk,swos,25,0,1772839383,1772839624
1696296,Netgear-MS510TXPP,BC:24:11:3F:74:AB,xg10,snmp,25,0,1772839415,1772839781
1698456,Netgear-MS510TXPP,BC:24:11:3F:74:AB,port10,snmp,25,0,1772839837,1772839837
1701830,Netgear-MS510TXPP,BC:24:11:01:68:7A,port10,snmp,25,0,1772840494,1772840494
1703415,Netgear-MS510TXPP,BC:24:11:E3:8F:B2,port10,snmp,10,0,1772840791,1772840791
